S1_QAgNO3(%),S1_Qpva(%),S1_Qtsc(%),S1_Qseed(%),S1_Qtot(uL/min),ST_QAgNO3(%),ST_Qpva(%),ST_Qtsc(%),ST_Qseed(%),ST_Qtot(uL/min)
0.42163325360558007,0.003911049845060146,0.01891566539878991,0.5066434138217562,-0.0005625134650768054,0.4397476476333353,0.9930576680852616,0.9651827917501509,0.6619752270173415,1.0019941829113799
0.5676076448773468,0.011532683905217564,0.019801878500858617,0.3764811478936257,0.007493282117464192,0.6124349825736515,0.9869560873724663,0.9399070795339399,0.5052686371155529,0.9943593689630735
0.4505398465505405,0.03707186768409309,0.07988827415257169,0.43815373678211567,0.030218332443089375,0.4615178191822834,0.9587337978504731,0.9470802415104755,0.5531365621824421,0.9667200398513853
0.4404605866945036,0.02820162025365848,0.04965061536670311,0.47977893993595466,0.020690380419026645,0.4298104677047966,0.9687780755701875,0.9425503417991208,0.6125318961375709,0.9683642715805358
0.6363835486661578,0.044323179543373455,0.0931479097989111,0.4143859946883662,0.03206116386386248,0.6210628318914335,0.9777016552114116,0.9646406364362261,0.5592052884098053,0.9761526619414407
0.3278093044876539,0.017263641082406512,0.04887133985864342,0.4738093033412179,0.009624708804100005,0.33422686900709,0.967406675454302,0.9603643484643901,0.5949039426375147,0.9735800039649614
0.391118504558667,0.011243843078159364,0.041937960207358196,0.3434107882516955,-0.000951256115694699,0.41801111271767966,0.9901678096873134,0.967549751443135,0.4983141767835535,0.991485937712803
0.37397788053812614,-0.010916298296622272,0.006729628984935013,0.38800897375922433,-0.012056582145355725,0.4002542507903508,0.9909300807774086,0.9644530879600858,0.5433471422571341,1.0009153191247424
0.4678319945800539,0.017849719979690693,0.060183151109643014,0.5653172455538106,0.01182411034053969,0.5285953311103957,0.9891989342753573,0.9683124955344867,0.6808095921379718,0.9987922010636597
0.5595361340999426,0.026143009231325027,0.026315716324724837,0.394140153313491,0.011105916563088408,0.5901485944258056,0.9753780170470084,0.929039268520575,0.5063819499533122,0.9754558046922931
0.5163008604706621,0.0501352883495773,0.07957089056505603,0.41779534825115344,0.04116127112944484,0.4991977972637227,0.9576871897303412,0.9399348182149139,0.5275635361470619,0.9601441954952171
0.3853159581493964,0.01820685212355804,0.061692042384305285,0.41796682607630414,0.011091843969882024,0.45468398621389183,0.9845128558022509,0.9794026238284586,0.5044663249656614,0.9931467461865696
0.35797654493328057,0.03554304251551115,0.08361765477058737,0.49826285109270346,0.03199431569323731,0.4156834977923053,0.9733294883782093,0.966347676495471,0.567161832569971,0.981397761751527
0.4508147134979427,0.004520559148823737,0.03132285566755821,0.3702700839000707,0.00534608721312918,0.49408106016324227,0.9811061306751974,0.9597573364022641,0.4934885955469258,0.9951464930683348
0.3842502672025464,-0.018517715675832686,0.0019899604573673174,0.4813062399377673,-0.027199992666637925,0.4811019816106049,1.0042676759002362,0.9798196070010476,0.594815282394193,1.0081747708935058
0.5154798589710213,0.02213411465880977,0.04938164251642482,0.3429968099211309,0.007931648781806803,0.5565232641527185,0.9929947410304254,0.9780586304255489,0.45802399231377866,0.9976224898355109
0.49263394790192944,-0.00016246061592323127,-0.004948607364835338,0.38758072074020417,-0.007939378325088562,0.5134124321065703,1.0003866542863789,0.9518201867418943,0.5529527072323852,1.003441806728372
0.5605415903658992,0.010863786543404856,0.023215850081892832,0.43198737932548786,0.004652081604877616,0.6081975311754468,0.994823339867329,0.94540548139857,0.5691697119345971,0.9979602920226344
0.51778872479035,0.02724109489051532,0.0655832033863366,0.38001400987443923,0.017334591752847323,0.534811975357107,0.9763952894421557,0.9515581251863862,0.5162805016847287,0.980727932050601
0.5268925696499506,0.03550182968366257,0.051384926004010865,0.3894534969316761,0.036379328638151326,0.5066094455843809,0.9567435814807539,0.9155413074709763,0.5172599635918282,0.9688336178042798
0.482921209375254,0.05192863734293765,0.09294559604463545,0.48890371092668455,0.04957186549278736,0.5336574943598158,0.9512406669042082,0.9428719160253811,0.5353524493014712,0.9649871556077376
0.4745357566512027,0.026101075772952915,0.05460232587150182,0.4732226774215062,0.021041325683919077,0.5183188812189448,0.9804593362928768,0.9580622281482515,0.5727070035156463,0.9900487113160982
0.4423827631429672,0.01878424946610821,0.042249799898126834,0.41371866321907413,0.00924894929151001,0.4828166817242934,0.9849270815094032,0.9518595254365197,0.5400562394088526,0.9880179173423262
0.5604988411578861,0.001597533320335338,0.014792710741256588,0.48666485331880327,-0.009443745661806538,0.6027041447970691,1.0049044794078716,0.9759404507213215,0.6272365784354986,1.0079837810296632
0.5124802486904054,0.021408825295193744,0.038460956689873455,0.4379739318257955,0.011412780256176912,0.54761057743497,0.9816456892794346,0.9543512408689497,0.5440458949234921,0.9824086222395414
0.49909919424114574,0.001955128878097608,0.03139249851284482,0.4923578581243571,-0.01051170643458387,0.5360226683284673,1.000794154531666,0.9812751742828211,0.6384479207295761,1.0013346916088401
0.48260309140679797,0.01288881238260663,0.0433934781741062,0.42205242482170235,0.007790698131634921,0.5139116973829061,0.9916574346736904,0.9526998346715784,0.5781220423446674,0.997365724882834
0.49551577282168746,0.019205526767133697,0.027335374142430927,0.41028875395676423,0.0035353243162960673,0.5653263824276595,0.9923386974364377,0.9622469869379775,0.4945316321840847,0.9894899525053111
0.48712127058383653,0.041136801506687845,0.05607160563531753,0.4670520940512589,0.03382465791774401,0.5176453722365433,0.9660978281926206,0.9372105239296104,0.5447752336089497,0.9711666829041385
0.4595436518946756,0.030991490613081114,0.0680520126551398,0.43155536755718066,0.01934450694621137,0.5043592243869099,0.9761061120810239,0.9580881004636432,0.5202079320110307,0.9764343495629735
0.5471990358433795,0.010560827081423713,0.02816050920536833,0.3907851548395596,0.0006949269971814734,0.595990350628327,1.003388088304071,0.9700587191754713,0.5246097013331983,1.0067795059048394
0.5538685767664043,0.049711787054260666,0.05829762311652862,0.4732390947828476,0.04314569148020463,0.5556212494239087,0.9457299958195308,0.8983539190684797,0.554752583083372,0.9523946375750763
0.4468022820337428,0.01236644387590087,0.05617435081227336,0.42991051311362694,0.011111589423150877,0.45229183345019985,0.9808426888885402,0.9707193874220078,0.5841668165336977,0.9921942450667267
0.4245885224353375,0.019542743892370654,0.04412692876723458,0.42026658395954514,0.011065484241398728,0.4077768882087164,0.9842784634346141,0.969045509697842,0.58049176655116,0.9873114258539502
0.44638671285203735,0.02046297782700702,0.015014246191391124,0.4002785423447733,0.011531258251639394,0.4695950120787218,0.9760666351543685,0.9222849703813404,0.5192169727773821,0.9796770324077412
0.4900432991212303,0.032017119625794455,0.05836777993738115,0.4406301821249831,0.031101789605554493,0.4956395057127875,0.9667615213411745,0.9576008690904196,0.5354866887926915,0.9765843174469323
0.3771753102153914,-0.008296973386441453,0.013374291187621009,0.34824234252833053,-0.008955680133336665,0.45265721851342877,0.9921057179293301,0.9681898843478886,0.45630446746405406,1.003206285255742
0.4608788910630324,0.011634053284556635,0.037116391796506804,0.41836015726418735,0.0057699399141526424,0.46085024461074575,0.981340240020059,0.9763321344089512,0.5586228986144804,0.9871597121255965
0.4291813767792139,0.013621392152278677,0.0656252204372197,0.508310943250721,0.0045570459656111804,0.48033004440530724,1.000128627294533,1.0006647254747147,0.6307145726948002,1.0014838539924988
0.4302849237254674,0.032360427723109084,0.046719331665395214,0.40247165654686967,0.02850026853799331,0.4440772725455907,0.962678193695223,0.9312005396686743,0.5024228671411866,0.9719773797105523
0.35456219960042734,0.010922811015324711,0.02401656535091953,0.46122981412606023,0.002987855543675058,0.42367870410665676,0.9875595444753585,0.9475843569770068,0.5533416829139826,0.9919693818755038
0.5980635196993866,0.005838016642865941,0.02031007809283549,0.41870138894250336,-0.0014246246618712542,0.6347590383392543,1.0058378869654263,0.9544958437846432,0.5883206199401991,1.0106141448697068
0.5310299791603899,0.028111478533647677,0.05430346195789201,0.47120615380108627,0.028855098069686783,0.546148021331846,0.9686127491998352,0.9518959622406508,0.5711705439832802,0.9837919287686138
0.3875803509757556,-0.003951120401337265,0.031225427525083654,0.43565072337236505,-0.015157507297410274,0.4368884588867472,1.007515786322474,0.9825681798345706,0.5972386849009043,1.0066932064592748
0.4603947755774456,0.05061512148197965,0.079798098883727,0.4145034703543677,0.047738833830207855,0.4817536976457244,0.9433520825809895,0.9237357179720732,0.47899566402154903,0.9567285916714803
0.5013452441263354,0.04979572798018834,0.06952388639077461,0.4758252452351695,0.04126815743345814,0.4879899530177806,0.9542428821689612,0.9161258006476135,0.5806943926032493,0.9586723108989894
0.5003105398377533,0.014592360199308247,0.032291453296641646,0.5082388786212654,0.014787603940038538,0.5410270240772354,0.9694229039833966,0.9453795165856587,0.614784067140091,0.9812304157495938
0.6183177404477089,0.01608354618548026,0.030844985132302997,0.4763619837888539,0.004743245581133048,0.6653514625406818,0.991531288478142,0.9437616011238064,0.6037714153566145,0.9921944302752008
0.4064239571458647,0.016436224898748412,0.02208719395050675,0.472416810553347,0.012089026923525282,0.44468354141266364,0.9711366912957957,0.9228690085516925,0.5771881355250281,0.9811115593608734
0.5526016627795345,0.010932353473362225,0.027873283725428768,0.4718878211255893,-0.002460034797817923,0.5942040559036611,0.9989024484892116,0.964933310222582,0.6119784209551126,1.00156148083885
0.5522556025867699,0.058869094670304885,0.08153904936998294,0.4795735100126692,0.05308887278495513,0.5462279480338543,0.9437359411711206,0.9138437805543936,0.5592544923252651,0.9491120981084903
0.38689051655423246,0.016551601833884128,0.03962486644865391,0.4196319011230548,0.0006205182720017792,0.42812792901643504,0.9919157155596404,0.9651526356810295,0.5514413307722992,0.9925041976241421
0.4717170679050464,-0.011337943381564092,0.005321769080071422,0.45887490436714884,-0.025105984051920636,0.5458694564463751,1.0148264577261747,0.9771258252109449,0.609054377969408,1.0148825431657986
0.513110327527787,0.010567298410448936,0.048652033104234806,0.5184700785201619,0.0065579297400151105,0.5401277992098167,0.9886667661740788,0.9746391419608613,0.6666832405239462,0.9986670525575553
0.5535593549749955,0.008765286064462415,0.032803273483167125,0.4136715004576235,-0.0010325122320114977,0.6014863352114181,1.0041618628929068,0.974872640795126,0.5572198436167735,1.009941832363334
0.38009372134264136,0.03021530443546419,0.03454530962167191,0.45331606874203695,0.021275803426568315,0.394583167184688,0.9697119066842504,0.9164981026463807,0.5785397980767086,0.9746414869420397
0.45091699627639714,0.022744935002156925,0.049476887349364625,0.3956882249122522,0.014297892372018313,0.47456507034859585,0.9732979211396301,0.9522578146257732,0.5088414448493122,0.9790593778066541
0.4849649059974256,-0.00730110021639916,0.022044040751301886,0.4598459997166567,-0.006590526122966736,0.5618235961067816,0.9993713623207319,0.9620529972194689,0.5966574175955508,1.0079807408004013
0.5086900802799552,-0.001996328989426245,0.03173361362914502,0.5027477850766224,-0.004038086271844026,0.5865190787540076,0.9979465083334457,0.9711415999264761,0.623337161713325,1.0071421376251048
0.55495626555871,0.04752547557025803,0.06467693899088373,0.5186064562516226,0.03844298244711651,0.5948167586109492,0.9608170582391127,0.9273661917797408,0.5845731198564106,0.9663824380155034
0.44131326805394355,0.05523586634903837,0.10265132663613884,0.4141310811050694,0.050957395328464314,0.40242494259383055,0.9263494196331248,0.9242631654063861,0.5017945931253338,0.9344462610539852
0.4918435870983647,0.01374376961925099,0.05392669330418546,0.4477207618512134,0.010592202478145104,0.526137165767647,0.9918405240678546,0.9738664107393593,0.5746544795789695,0.9947225259857957
0.5071716387334751,0.028017154661953442,0.06746304815075033,0.4414708958607359,0.023529896364931354,0.5146070973600816,0.9767199375338369,0.9606214398226847,0.5713825474180879,0.9843013282983182
0.5089422268390358,0.010901481456223001,0.0036210497296701415,0.4905240555983115,-0.003246907340632769,0.5390249266909135,0.9841072518747547,0.9337844200168381,0.6139128645324148,0.9833709869228371
0.47425632371994525,0.015316526346266032,0.07113809118161099,0.48566819605805844,0.02032606259335861,0.49313247277092964,0.9706886635813903,0.9696352668334243,0.6116273581177132,0.9856250722690406
0.5542657132328395,0.004724381136757896,-0.0016947023427013803,0.44970724793195893,-0.013719434249210394,0.586142520323784,1.00751332785273,0.9541376067363728,0.6132098465018507,0.9995438628122311
0.5402365769760591,0.033043728128388315,0.03983550866088898,0.3882310587683324,0.022717486773806434,0.54413010031511,0.9690298161429101,0.9268875016750386,0.5075830278631074,0.9733346198576037
0.5168063089129561,0.048618827214987025,0.08745415774248744,0.39596409969275187,0.040423651486781516,0.5092188057797706,0.9610398219659433,0.9419145298511759,0.5168696575778196,0.9685785935623397
0.4796257596536912,0.025336275296631173,0.019978204202225156,0.42323645980163793,0.012568300339044474,0.5139386143145374,0.9851216741272905,0.9169692946981707,0.5433511115298255,0.98166006316438
0.4484739668951558,0.003581130255927523,0.06149630049319103,0.3596541297981917,0.0060002662489164835,0.5228304983244233,0.9860359489714581,0.9892460087953002,0.46640808317941373,1.0022257961458827
0.3831146487936391,-0.031913179789605034,0.014220421954043204,0.4754869750233147,-0.03074895699515079,0.4875403839808071,1.0217644357400963,1.0158729312090515,0.6237660283264886,1.0396403959981426
0.37266482672790696,-0.0074513915029501285,0.0067230505576348285,0.3476241404112228,-0.012241390945185721,0.4311055251807877,0.9980123015215505,0.9515064923036243,0.4928972405953861,1.006108240612774
0.522502444915964,0.04359980824146549,0.08172648793139828,0.5282194801550775,0.04230539369899164,0.5469040357243892,0.9602766536122442,0.941388509588168,0.6107892483267785,0.9667008017903829
0.42671811450509517,0.039306593599640505,0.0614471710583868,0.4106142328988152,0.032314927444242254,0.4224562350287241,0.9595422898070951,0.9271474193037573,0.5275807037474018,0.9627615294984269
0.47381993340554784,0.018817539666434725,0.07087288453564163,0.4269070464056642,0.012450135735839843,0.4941439063719705,0.9876693486058645,0.9969062292077785,0.5501853044545478,0.9938867024329237
0.4724084868222967,0.01429247316978764,0.042544145130182474,0.4867752974838153,0.008520426142058307,0.48988192533517094,0.9908151916857115,0.9804042685893094,0.6179729021267224,0.998961134302878
0.5048400480269694,0.036600872524344324,0.10162824731679344,0.44210158821309103,0.035982147316943054,0.517532116336185,0.9678931717276283,0.9736034897876025,0.5534052882569711,0.9792935519628106
0.49347096351671343,0.020766923399896824,0.049875400831504914,0.4317863505120118,0.019818637825104318,0.4885491664265772,0.970715495984652,0.9545924057450634,0.5694516517306099,0.9823967110778173
0.5653125495604127,-0.005511378301825118,-0.02274804163124214,0.4081699166870178,-0.004814211304775702,0.6017898082826645,1.009044882825332,0.958874985611628,0.5670272558676581,1.0216071812396208
0.4954417878086777,-0.034363594275689205,0.0041976569472929395,0.4509085543816113,-0.03205389634360113,0.572274417183396,1.0225056221116473,1.0083742299935083,0.6283946576302512,1.0382686274868345
0.4341916799336034,0.021985651021217096,0.02865803925202446,0.42078423690671685,0.013153324679360692,0.4573919602047891,0.9712408708872086,0.9316749397712576,0.5294155127700872,0.9730975394159566
0.48104001976163224,-0.0004009584576047935,0.008837350911609658,0.41649654751518317,-0.0060222441605279585,0.533517469024563,1.0093160736969415,0.9575110344815744,0.5722200806852696,1.0162209672915776
0.4671641589511312,0.034175253480104646,0.03054337266654779,0.35611570897944306,0.02467856450055725,0.46830693965621706,0.9627015760558378,0.9233835727302354,0.45743096856898935,0.9661898102419282
0.39010014939347265,-0.005334029673705883,0.02093857377113757,0.48272750887899674,-0.020077555792298852,0.46224761868532327,1.0090731282902097,0.979280676068499,0.6241711463012878,1.0071956021166903
0.49158349413506325,0.018276545435686433,0.025461445845463417,0.3826212203484753,0.01236865975301759,0.522416042451,0.9801714264279672,0.9340845018798103,0.5087456815075734,0.98746184980971
0.5188233572920365,0.01992143514208841,0.0401397053070073,0.37417440183493234,0.013335378750559,0.5597381980329839,0.9819777441952445,0.936145348838086,0.4974638504195683,0.9876045680829808
0.47762353297198956,0.035103920901314735,0.08210550482301565,0.34850013204801833,0.0306576575068419,0.47656945859340827,0.9569901266337493,0.9585563372264589,0.4457695432489275,0.9654451830865649
0.3434903918121396,0.018040455938453184,0.05810274311841699,0.3815890822493284,0.017874968677553595,0.3907852763571622,0.9760177633606758,0.9598876226953452,0.49397979469594366,0.9899020054852263
0.4681416213603432,0.028261210169878384,0.03861166907983893,0.4290274654378246,0.021992873794526042,0.48860666974995415,0.9644811611581197,0.938529853974641,0.519972308847575,0.9726801676850532
0.5256563221242722,0.020094373436653813,0.026856525185438664,0.43061217369575,0.009143427843077697,0.552421405126996,0.9915698696569631,0.9707447833496803,0.5352245339881903,0.9948354919295862
0.485169052297918,0.018606380180502584,0.06085520024234762,0.4110487992904895,0.018475352565398274,0.5011626985896216,0.9726667209075324,0.9719200933744467,0.5247301989597172,0.9854242131585133
0.5462875069572767,0.05791357932303881,0.07226106573678953,0.41550648298750315,0.059858256203847424,0.5289705166856079,0.9311036000441384,0.9031290321425041,0.48390194750834314,0.9459049832030886
0.5418925677120233,0.026856638923436593,0.062210008145755294,0.4719450944428889,0.020599572913327778,0.5661407282062842,0.9705267124865662,0.9475815837021249,0.596402289426714,0.9753787999701361
0.5302413206021892,0.03633492674220334,0.05342106660719161,0.4737545515274035,0.03282264634126847,0.5317813205133908,0.953852307903102,0.930899476272636,0.5579146809335598,0.9689074010358436
0.43955686429271895,0.01198835434850269,0.0070749187847496415,0.4087124618345307,0.004258635048313858,0.502107591652091,0.9838994065221118,0.932036524010406,0.497175181631633,0.99177902403027
0.507912471376022,-0.005983047728726715,0.03549924074078335,0.4089687640478643,-0.007964380698915436,0.5657421889178097,1.00540655949292,0.9871274620607676,0.56367290925989,1.014497300099575
0.4401682217823966,-0.00420454338543907,0.04746966061671854,0.37200280279133147,-0.005508927939147481,0.527619992225391,1.0002574115449119,0.9811163704818101,0.5012359359197724,1.0085735709535406
0.5061501797118065,0.023754310505533848,0.050058989156779504,0.4481492543627139,0.015916371524401795,0.5380918991285994,0.9868143480201982,0.9711039767584234,0.5619064268882431,0.9896352808096724
0.4362743026016834,-0.024241780981717028,-0.014305731065885953,0.38948187048574984,-0.027036738165351664,0.48651397596085777,1.010783444598785,0.9643313476947376,0.5702542782370783,1.0189409685686306
0.43000249399816964,0.02318294915016853,0.029940381672677024,0.4352355614810376,0.023914607370044545,0.46085232167841705,0.9668545668331758,0.924150146232372,0.537849405798416,0.9787257445751338
0.5074562561338134,0.04630688620284093,0.05994546254454921,0.43201997302796097,0.030416377138834813,0.5167489038488757,0.9573575259530245,0.9206977050479364,0.5178353909711982,0.9553960311397538
0.46671284999758683,0.06688765438883121,0.08581510268539305,0.46554867140006906,0.06209551876602063,0.43867965679040244,0.9250288080267262,0.8948263210934876,0.5417858313659096,0.9346850079271138
0.4316767352468262,-0.0030288197086580713,0.0379967930921697,0.40342186257239865,-0.008601456274372872,0.5090409607179198,1.0017395455204914,0.982419237479819,0.5346714196944857,1.0066714435444528
0.4932971998809105,0.022372976534490524,0.058574519295229006,0.4867487085105507,0.013191330887939893,0.5595919054608199,0.9925036198035907,0.9804019665715716,0.5800371060083681,0.9993427080826967
0.4405989590146522,0.03500062079336528,0.05748348158269134,0.39424120599246626,0.03254362411767566,0.4813776315153927,0.9649636136928725,0.9219828781280222,0.47612715997532973,0.9693260651741296
0.507459531117663,0.03463229412484274,0.022554705632413553,0.4762305449987573,0.02854559334171108,0.5131248561886939,0.9593945786380826,0.8991533937621997,0.58027720166353,0.9668179886464126
0.5566027706085248,0.045555715113194485,0.05827453911116021,0.5539353249369631,0.041656537175646866,0.603924386803536,0.9541050854804737,0.90526913938872,0.6145909390192466,0.9612988818694538
0.5196672524206724,0.04624376182254737,0.05857385840751989,0.44202386741634664,0.03795234815180564,0.5263967841076505,0.9520650250060304,0.9165631910158917,0.5291808173617469,0.9560072687825306
0.48997745272767346,-0.006173213414046184,0.014379646863656049,0.38633720701251084,-0.011743940516379368,0.5319188319788614,0.9916752892510755,0.952877228921746,0.5326883618488534,0.9969221260639253
0.46530769965983676,0.02095448686916406,0.05616268099908054,0.42054464104898187,0.022405317851882618,0.44853922582891603,0.9669837390325112,0.9352693353901081,0.5795932900655724,0.9792168820913427
0.380029536693567,0.026173901349038388,0.07392286987082905,0.4827733024108898,0.020648979070864867,0.384944828051351,0.97741986005608,0.9774856750080665,0.6108809325548936,0.9824359311618474
0.5255076234019116,0.022253554090658118,0.0804075534827037,0.4234607397023444,0.029100829800654072,0.540645916686362,0.964639821120023,0.9592381061189037,0.5634050416770713,0.9824236003088445
0.44774884436648743,0.02249629331857296,0.03719768408730084,0.33320130245813734,0.020255808992599517,0.45294753311993663,0.9629798294631461,0.9263230542964292,0.45705713071238063,0.9721424342588495
0.507074649275793,0.028466150949362043,0.07319435200456145,0.39831150183153147,0.02402205949874651,0.5022505904133202,0.9756044226025753,0.9680986643907412,0.5415666396559593,0.9838653858975206
0.5611422685199065,3.871705293104158e-05,0.02092611913811316,0.434745746835328,-0.003611604006312822,0.6104724472786991,0.9888061976734248,0.953639144103313,0.5737800960285799,0.9994533185570112
0.49924997265592397,0.040599790329316286,0.10703430840632129,0.5267355039518355,0.04341069679203446,0.5364962374447699,0.9521726846337724,0.9643338602626308,0.5982506144667019,0.9680172582553086
0.4610873287057653,-0.00926054497049317,0.017973417514881476,0.39417701437781544,-0.01810590757337381,0.542346345760037,1.006571082936619,0.9714685951725364,0.5428836764970519,1.0112685143622997
0.5236794080703219,0.051801517774541755,0.08423185668009671,0.4641960141746266,0.04123220130210902,0.5489028006253224,0.9585357804524484,0.9392015320621601,0.5360360040708161,0.9584822028536965
0.509431685498695,0.03469695516506088,0.05660093529411831,0.4608987264699587,0.03313172085132092,0.5104648327966086,0.963070516629275,0.9383843627334004,0.5707816904422446,0.9716876755918167
0.495411642555519,0.014621978718807558,0.023799649178789913,0.5062532921374603,0.00990350735591427,0.5375130964541815,0.9862168711484751,0.9648595548151385,0.6084609648683024,0.9980071354985504
0.4115255512951943,-0.01624380390703788,0.027954271485315613,0.43589988263240576,-0.023776990978558767,0.48061014695280224,1.022533099881795,1.0123633201589315,0.6104002545950296,1.030142974551208
0.5320228143489234,0.02926277553244124,0.07024275425485116,0.41769517061751954,0.02775859103136041,0.5168931923184213,0.9625592807697848,0.9573823752937836,0.550508485792469,0.9717003057411719
0.5712845912209855,0.032733473814389104,0.045352736485846236,0.41623210073284156,0.019081895983657633,0.5606656742473825,0.9778064684133551,0.9418281261094003,0.5616418998378476,0.9773185781957765
0.471022999935193,0.017831953706149286,0.05204294101408937,0.39930153481624664,0.005883854034420746,0.4708798561349189,0.9857090186004756,0.9655386689368782,0.5579137326311275,0.9855638556259355
0.4401047711063936,0.040206447453950675,0.08936271143575483,0.43243468646861444,0.03884967901532941,0.4619194544794676,0.9480592009319141,0.9492789455124754,0.4968893365193441,0.9577019646381029
0.508005354911421,0.028067437283326134,0.03975690915943034,0.45977898771655684,0.02135211934755099,0.5151172469170815,0.9715847034577285,0.9366638361862303,0.572629822087658,0.9775211901936098
0.47242441378820954,0.0063393106034512455,0.023539863248044912,0.4327998149797915,-0.0034971322062770068,0.5253240883834907,0.9932519587996537,0.9616307782966135,0.5638941529731316,0.9959864175262142
0.5516929736343275,0.010351248083371989,0.05601391065253332,0.4405797513975296,0.006675462226000171,0.6022526880384145,0.9936385519180616,0.9763272707210123,0.5789182514838915,1.0064744489227875
0.5356554404488361,0.04336161666379399,0.048815436441340815,0.4879564842339757,0.03265760621641201,0.5306035185926566,0.9539484335252022,0.8975557231683142,0.612795757952629,0.9579987001607821
0.45611171696816455,0.025267106980015986,0.05157249648054038,0.39030506448987606,0.022399584995794402,0.48107505261537664,0.9626592119312438,0.9436464821607614,0.4845743475522164,0.976092341150402
0.4299327165181619,-0.005645330406887059,0.03591959839032265,0.3788754735044843,-0.006704926791089753,0.4626075162638026,0.99192575989353,0.9837142357047067,0.5297938102338644,1.0039151973174076
0.4598374404583645,0.006242502436313571,0.0401677265863268,0.43091353116505676,0.00014274261379153925,0.4824991712208855,0.9980604183989159,0.9961125997331943,0.570281649283346,1.0058403921876684
0.5700187278642526,0.010647127959535173,0.007197144752569081,0.4080285539688698,0.004779505893825758,0.5761398409251643,0.9844078496084824,0.9396380513539117,0.5557584803673916,0.9931162787117112
0.5259304712379499,0.022278377347102786,0.0721656855497236,0.43623670985810836,0.017152916444136145,0.5394238918828207,0.976863619956414,0.9617213610116964,0.580883195680396,0.9855275525477163
0.45939615629630753,0.006447470190580408,0.02511946393802587,0.27646722247683886,0.002583355603772109,0.4733704925598483,0.9786908266498948,0.9533226789075032,0.42203944188735676,0.988995879770257
0.4883191685075755,0.010605336433493153,0.031952273526862154,0.3781168287344138,0.0019536238212631936,0.5124889977691736,0.988537355061763,0.9658117550993791,0.5192974300840753,0.996860708241483
0.5626715710168413,0.03073673703124317,0.04943840391499047,0.4222551808154291,0.017658254086165934,0.5955667980643302,0.9889337232046996,0.9414842160459259,0.5525325518330659,0.9877380749098736
