lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,lattice_volume,num_sites,energy_total
8.460772235898794,9.453010017829735,9.546650749114926,82.8154465013946,84.3869188177937,62.20716577463396,669.4742906231168,56.0,-624.62013433
8.717711208588659,9.434931584460081,11.064953641724736,74.65825757691269,86.65208740426104,70.84859899753987,828.6942457118619,56.0,-435.45711511
8.223428637635996,10.142139446002659,12.62185498358449,109.97382310758421,102.49420881612896,94.35704969474693,952.9790662093044,88.0,-590.85263811
10.142895524784747,11.173913326789192,11.456945025870196,93.21128608290445,95.13652751431034,109.7909510687973,1211.705734850736,88.0,-374.40564132
15.764248762049496,15.764289282907201,16.137198251917532,105.34745735858132,105.34762339578455,117.23587028357416,3070.7646945489164,216.0,-370.41031422
4.916790694216576,7.198176414510032,14.164550377051503,96.77122598485639,92.24993247998194,99.80117485019589,489.6456244916517,47.0,-518.55153934
4.3116366298672855,8.742824054300847,19.16795539517329,89.99955919643834,90.00023402909476,93.32494495216507,721.3366527444795,64.0,-339.03911875
8.145413029,8.552770359728527,19.4227,90.0,90.0,114.05234709764315,1235.6139710228244,120.0,-1070.67231476
9.168568541949886,9.278974872921768,14.035353501777882,83.28768289366005,78.62108457762683,91.83675010622177,1160.6982067173462,98.0,-558.32504116
7.715476380487654,8.834510157693595,14.300156511096207,90.00037990199142,90.00013300013141,97.45851034796001,966.4866609302375,98.0,-204.16317157
8.546670037012321,8.910078823101772,10.494912341761502,112.38489245774615,101.45016815982338,96.78133518576205,707.5391587389521,70.0,-436.68449412
8.854618312548748,8.895984876320545,9.03708205317901,75.85728733017318,85.31672999305603,77.12495482532022,672.646215679764,58.0,-435.9156409
8.952159777473003,8.95198124200426,12.204572424335236,97.1519504033207,97.1518817549236,99.91908490124966,945.2351598656597,98.0,-435.63521229
8.606944338738257,12.803112555,13.1313,90.0,92.75004610796694,90.0,1445.3460399967162,140.0,-436.08922099
8.369431648293824,8.468242966632678,15.969218665301774,81.229372123759,74.83120951562493,60.40801412430492,949.5252590907054,94.0,-269.35264788
9.934940607685784,10.889586486532675,11.445,71.52031918849389,74.31488225169704,85.95861761624084,1130.470374776803,102.0,-326.07624226
8.697566161289224,8.938311509245706,12.019372975174901,91.63312089774804,98.0490321315301,100.46492062615737,908.4133342611073,92.0,-351.10905944
5.006848748005891,13.035721642202367,13.778207035002442,96.21246345845962,90.00015755612228,89.9999062932589,893.9934176617717,82.0,-615.03750734
8.335318281129467,9.184149178038346,11.464221630146353,89.99984115214068,85.81415213048076,89.99987553233136,875.2773258937073,82.0,-320.60530017
7.026586091001458,10.064290011141749,13.029550344007161,90.00009607062712,90.00041702787377,97.25968981490531,914.0320659621696,72.0,-478.4725459
6.950797013322779,9.164172157544447,9.164091695979184,90.0291500559716,90.00065874710347,90.00030153753761,583.7369907196579,30.0,-324.36946427
8.633554441090011,11.075101460197487,11.720906788946813,82.77104852290582,68.38181453533707,70.06496504950354,979.4611851451168,96.0,-396.61725177
8.909980716372722,9.08989108351198,9.445223415448028,117.17717502948436,115.9923779231722,91.94175432725058,584.8978608744019,60.0,-516.35654347
7.508118890439267,8.12420209710716,8.570911665722758,81.09505799070074,67.03792606412594,84.65783114604076,475.2687759698362,44.0,-759.99607759
11.537919041,11.853041270479839,14.227,112.47049129659953,90.0,119.1243289240529,1528.3586142036847,102.0,-760.10336214
16.59591154123051,18.073077379709378,18.073050236925653,67.62344290566551,72.14497214087169,72.14493351189078,4658.849168302774,280.0,-480.05855922
7.119989055,7.486245716626295,25.964,90.0,90.0,118.26259863711395,1218.9495250699354,108.0,-1179.86975227
4.95373846327092,7.810671343053975,7.810552607396636,71.86712306962909,71.55804592533683,71.55820379337594,264.3716731002638,30.0,-1181.24982821
5.014941167899836,12.305885932258587,15.336468577131258,81.81646652135863,89.97696980196659,78.27135963223263,916.8689928812387,94.0,-2360.84115096
6.869559902257572,7.164731058552371,11.997801076213861,90.00033360262626,89.99721130487941,90.00420522112209,590.5143601450108,44.0,-228.65542006
9.906615723502926,10.610298679,12.4198,90.0,112.46185797187353,90.0,1206.4310772761949,108.0,-228.51377929
10.081983036826276,10.212258903,12.7326,90.0,105.1271252298799,90.0,1265.5208734503522,108.0,-803.70891113
7.585294037294276,9.616362547625885,10.4352531540187,62.67398134300404,79.58430494273487,89.985019298733,662.1063717740763,58.0,-405.06405723
3.5543132654700216,10.602985484996694,17.87068623224222,90.00041869888754,90.00009003607879,91.6694236782625,673.1947544832581,72.0,-515.81333056
6.9202431820329195,8.446787586725247,12.11863323871732,85.21935138049159,78.22393978387554,65.81425630954249,632.5995270360594,60.0,-547.36123839
6.184569548005005,8.540791429819656,13.123699298617113,97.32896098485146,90.0000757327561,89.99973388845011,687.545025615549,66.0,-558.99215934
5.09762325799567,8.12607252027262,9.713448724965895,111.41472666589108,101.1205199112093,92.51814373591749,364.6630489014683,30.0,-585.39835264
9.222216172394651,9.664021796466399,9.663974667367247,95.68067913081649,99.84211486387511,99.8409593911036,828.803918732449,80.0,-641.99726264
5.032757638044938,7.883313159006947,18.8796826627484,83.41533052565934,89.99963150343144,89.99998106707878,744.1066133260231,72.0,-509.63967407
5.055794149657318,8.157266220209229,9.079795310259044,79.57077694749857,85.49715691872139,88.86312612938848,367.1348236988393,36.0,-2222.18826495
16.705172967181248,18.476861404437077,19.17604087400416,89.9999275324635,90.00000114462433,107.12286344278141,5656.51084868134,348.0,-924.38322295
9.258265795078774,9.321196690997827,13.902760476500275,70.41127284450847,78.02116304554205,89.99777650450925,1102.5760690830166,94.0,-580.89880841
9.210809982964031,9.486473009057736,13.65598276607751,69.67780266760151,78.24514933124594,89.98050173795495,1092.267069362624,100.0,-1214.86411666
9.473474736600432,9.329414796643443,14.534496685870979,108.70080346889996,96.61685304535698,89.9920827323415,1207.7385504927531,94.0,-778.29298963
6.721982458426475,6.750964291109163,17.86181183341235,90.00008694715338,89.99967073745535,97.03176653252834,804.4698511191535,80.0,-296.09372954
6.8028924736652545,6.79452434887263,19.046502198077853,90.00106561882596,90.0001434054826,100.1581209344545,866.5753194531385,80.0,-1214.65659694
7.413556345487842,8.454568349020025,8.454627027680079,108.09215281463715,99.01923365087856,99.02010535336663,485.433442115872,47.0,-773.8198274
7.553738219863027,7.834602415938386,8.393739074370595,69.41560713415303,71.2917725747771,85.42501559486988,440.15582217145294,44.0,-748.64657045
7.919232254000493,10.275403218606384,10.387328850123833,108.72776534604279,89.9999895696127,90.00004033176641,800.4992754014885,78.0,-586.50421383
6.966312244,10.540677216,16.6789,90.0,90.0,90.0,1224.7257685342506,128.0,-311.66888085
6.646495010447862,10.820247481515018,13.227309439509407,92.28470834570022,99.72737527092745,101.97832041228676,914.3993916496656,89.0,-570.31352909
8.06240533395915,8.229009291755427,8.907606786299029,115.68761709815178,106.30783156974641,100.69437145465444,477.80015381240264,46.0,-634.07078191
8.341105189494678,10.265940305179415,11.074799825140415,66.10953497316625,70.996756979496,78.9524425799072,817.8598267030728,80.0,-702.9125734
11.048411669755511,12.38639801923776,21.309987074787017,92.10123552129114,105.27444786550588,116.44214854741995,2478.598836519317,140.0,-544.83141011
6.522198044284754,7.5342964710747475,14.681075588361086,89.99999924449993,90.00116621476273,96.15406138581423,717.2731702826549,70.0,-668.02099276
5.258888522018566,7.336916796077001,12.215086378081798,73.397162738892,90.0013566279159,90.00009198432255,451.65768875543307,46.0,-771.53844179
6.849969265302609,8.7920394877777,11.813398293451337,75.62540603312084,81.70346733868632,68.76121652096127,641.2146401103247,68.0,-679.45642973
6.927521123810645,8.699204456592796,12.375142348519697,97.68310918178747,99.76328415904015,107.55261473252297,687.0617114278814,60.0,-698.7645857
8.260133158800716,10.000459674149157,11.727116000062257,90.00007785059559,89.38104287108125,90.00079130919217,968.663399791994,70.0,-1851.6710469
8.07719626286183,10.467636205040609,10.931382033253671,90.00005175758596,88.7751699256692,89.99978440308976,924.0279056589168,70.0,-2122.80493174
8.120796510095259,10.133912301134817,12.565687670638804,90.03414120352905,89.98814478037585,106.42678172390598,991.8886614970572,92.0,-551.25389285
4.690428801482974,9.630866621021005,11.69069650559535,89.9999346533608,98.67340951282493,89.99995749138354,522.0632039042436,62.0,-617.78621224
8.714523592959157,10.374935192925545,14.756521294812059,80.0138834797839,73.6274773047733,65.21746994260809,1159.8457363934435,110.0,-438.89605615
7.577427529,12.071453613568032,15.5741,111.23268618923437,90.0,90.0,1327.8680204631582,116.0,-572.43458245
7.397521202981475,14.46486926198821,16.9754,104.03828450607529,102.57070640223584,90.00362608288901,1717.2638794868612,113.0,-958.6041175
7.083395265073027,14.465661071805826,16.90838224679651,104.3485361004722,102.09118356407232,90.00021059717847,1638.7869617604083,113.0,-998.233425
7.030941308838649,14.582520140640812,16.7109,104.01056130647194,102.2686902725261,89.96902537384027,1622.0702015005193,113.0,-635.82345375
3.8230000000064086,14.129000000022117,14.129,90.0,90.00010490987616,89.99989862025,763.180294543,50.0,-585.59182244
3.914735975191461,14.036243076661869,14.036289994090788,89.99996189632753,89.9997491973483,90.00109221593321,771.2686693900646,50.0,-408.84466703
3.9707711232971916,13.986734019090242,13.986399956270501,90.00009805475361,90.00136190217405,90.00031164786863,776.7783526447561,74.0,-379.77247348
3.9851237005186553,16.355232297583974,20.102531382348396,89.99975036714712,90.00101266941164,86.39997408971736,1307.6497416460586,92.0,-2353.87014367
4.097845071922278,13.476940601056034,17.710702471515972,90.00023577972797,89.99918761559951,91.69603605059217,977.6701028533133,56.0,-190.80535938
3.9868806839799995,14.451482462543181,14.532118158825211,87.02673450233674,83.05420021690072,82.67171219432508,823.7884632220821,50.0,-330.10858024
4.3058660427821085,15.314958748542281,18.290898038955643,66.71037260065549,83.28330589948625,81.81494295630918,1094.1660273207935,56.0,-588.87833348
4.2896770324728415,15.809376924155679,18.58692709053431,112.24186898955962,96.61549249574468,97.78473649341218,1136.763548946309,56.0,-739.3608951799999
4.3133252268515285,15.388312996308208,18.269884503669964,109.88816035917658,96.78362877650846,98.08021769568623,1110.9371477619952,80.0,-456.22650303
9.26222948419993,10.030993483596136,11.789452864815274,81.93402862245831,71.66394958133496,63.27075216823513,928.6318968582259,86.0,-2646.04788461
6.560847041050642,8.92663412335205,8.926564450186332,94.36413014012454,90.00008183623365,89.99976663362439,521.2798817898573,50.0,-843.62484998
7.092981976898295,8.589568008816013,8.992879224244074,84.3858338012257,84.1534475657684,88.11676087746557,542.2874563837916,46.0,-992.23040756
9.265530495057062,20.929126879128162,30.417857434050386,90.00014862338635,89.99985249217956,89.99962692905054,5898.614589200934,432.0,-737.67628707
5.691941477376713,8.690942256154107,10.756190261407584,101.16165835480226,96.10914161684464,94.33795523785899,516.5294789050831,42.0,-562.74622767
9.343946712006176,10.065004346000265,11.596169136007973,90.00002597863896,90.00013176690693,89.9999961329739,1090.5833447267144,88.0,-809.31925304
10.039333985,11.254204447,14.4943,90.0,90.0,90.0,1637.634386206206,140.0,-3212.05097219
7.494001266178426,7.934378570441507,7.926106534605883,77.31129900406086,89.99910282420154,90.00133243857127,459.7783631592761,42.0,-1140.04073607
9.052074597682262,9.541230272113687,13.1755,97.00736632992361,98.1285571821037,95.79633509670073,1109.9679633543815,107.0,-854.25815852
6.8665425595574785,10.101272858957556,13.121283984303568,101.30857354993822,98.63907909137674,97.58910684812383,869.9759203070792,80.0,-2631.18291719
7.432006805743694,10.395535992829496,10.395477597065202,87.85846282908798,76.33203774500736,76.3339602142382,758.1684998517255,68.0,-757.68839109
5.4465482806047945,9.745618666062414,14.777670955981833,89.99854620806346,89.99827815254707,89.99934970536009,784.3985163933341,84.0,-718.60792988
9.537547676361235,10.50519939136519,10.505219929025998,113.81885747309177,99.20909377342106,99.20974041083116,920.6077993076033,78.0,-761.17249291
8.651711654,11.116484849017962,16.1008,100.7584904568803,90.0,90.0,1521.3018097148276,136.0,-1433.89753676
10.770674206050515,15.376089657098719,16.135781217583105,89.9996373538193,90.06207738004173,90.00019684100602,2672.2589108012544,264.0,-1264.96190989
10.052133330566864,12.123755766343345,12.566,60.20644208712373,87.53790483672911,85.56726423768453,1324.9995951584906,126.0,-591.61936862
9.538971892294077,12.886791687172868,14.5927,67.95850599756366,86.3003302921799,75.60077150093052,1609.665330661426,146.0,-601.88270453
5.833715557252898,7.798321469931729,16.154613314071675,83.18797485643545,81.06387395677231,87.54986895654463,720.6576157193655,64.0,-679.63304571
10.132142095213915,10.61859135047386,12.7711,70.30915709508773,85.96602985902649,67.0193767447931,1188.0404114096466,104.0,-1004.5108918
8.95419685302257,8.954278704173484,15.304067861956263,96.53436422853832,96.53488153331458,94.38976685172369,1206.1749707779347,100.0,-1551.41293526
7.791949870377741,10.27664197548199,17.81750493910241,99.86831505677566,89.99385742057606,90.00179975573171,1405.6284537284748,116.0,-1829.4513863
7.6296751181398,8.521862352442641,23.705,84.82847156955135,89.50757469382417,63.46074272311914,1372.3883705355656,116.0,-460.84733898
7.787348476945272,8.489818383277155,17.698925419993433,88.23759035104689,85.7298254257031,62.70920831402323,1036.9915651422086,87.0,-392.30921283
6.655425491416609,8.05573277903302,19.448315137002407,89.99288312237553,90.91697388126532,89.97797125195916,1042.5747518410185,90.0,-454.03364332
7.298015435,10.942225745160574,17.0967,90.0,90.0,91.99317487071765,1364.457149702332,116.0,-443.51736929
4.83911522490185,15.543346165078846,15.547322149455272,119.98310010590978,89.99682363403863,89.99940760323747,1012.9094978326057,99.0,-1138.16330518
6.2599488928558875,8.312357285516782,12.085140920306685,89.99990317029676,90.00037160838205,103.3632993423318,611.8228328520937,60.0,-1577.91924673
5.315062220271352,15.246141235252184,18.588862796816468,99.5363717769716,89.95959929260151,100.05572616190454,1462.0789943159803,98.0,-1340.48492761
13.974070667781959,17.847337664029887,17.847310865221264,104.81421231133496,92.080099182931,92.08008564849051,4295.54002984664,270.0,-1571.39870271
6.8518578140627024,9.102177088854095,14.677023500731423,84.69902716105706,79.60814767000015,69.92957656563851,845.2077045243437,88.0,-692.14882922
5.725498300231433,10.931222711525777,15.075325281115589,85.07653388312744,89.99968153911625,89.9996156039335,940.0334629007547,92.0,-479.73072371
6.31617517789762,9.387955062534463,9.674092995587024,87.79527203898543,73.93251860240639,76.84141530498201,536.5687541185913,50.0,-535.88537324
7.239690575192933,8.007511869857678,8.714373031954144,65.75477255002754,85.5358197407125,83.61124470394029,457.4805936893937,44.0,-674.01306219
7.152462824649521,7.641515182158766,10.570472760038962,106.0655913966559,95.62794716452693,108.93633755438663,513.7867506776295,49.0,-597.35634934
7.472305094075891,7.715182633594067,10.524186106755062,103.35401363809254,96.61217673185584,110.68891245618163,539.1929354611407,49.0,-597.27707361
7.577308533395011,10.319028513101127,11.113268335666733,75.01618836823887,71.96200672012492,77.56577410763454,789.4491860564559,85.0,-1730.42604538
7.294615271150476,9.019658957584609,9.840009159739045,82.60089511866983,89.99967933655388,89.99905658049839,642.0318545785075,60.0,-592.38190655
11.872435999702493,11.873078093495561,17.86977215303192,102.86611199666235,101.82181439628555,110.881396721888,2179.8575129732767,192.0,-653.29640998
10.657608345364794,10.694846486867823,13.097,86.97288130993974,86.96229452313533,61.48823181807714,1309.2782483621975,128.0,-1101.38679503
8.509275677810066,14.237892160955742,15.059312820006802,114.63693840173468,106.46853286491235,89.98502098549324,1575.755943155157,90.0,-1340.60291591
8.751158404412104,14.355535793891981,14.311141992056282,112.44213891489525,107.80918617890377,89.99184046544197,1568.130584056034,90.0,-637.85651208
8.645354209346026,14.277082680032054,14.90274966084647,114.2706719897493,106.95785573439788,89.8252402570891,1589.4953256313343,90.0,-645.61137879
8.602650168898396,14.292583343649369,14.805991906474533,113.85706025289679,106.8619442147199,89.9838589732558,1579.0224235531516,90.0,-598.98675018
7.72844629412585,9.601814513882418,11.341668279722699,78.11814034351744,70.21978347098752,69.53150550468838,738.3043388972023,62.0,-1290.08910081
7.137368631432584,9.541765845262189,16.371,82.71741489903982,82.22801011909459,86.22483363830216,1094.4169227780724,102.0,-493.08212208
16.53491981719138,17.939747585543653,17.93935215236412,67.63248431358488,73.01390389387585,73.01390288745762,4606.767786225746,280.0,-1086.80129086
7.303908948270078,8.270456355365296,10.02472548514889,108.59226869355534,104.8810930577022,104.91775297266136,515.2475805598627,50.0,-1628.84760697
5.283586866786883,7.025434996123644,12.250847138190663,89.596016798175,88.8770695439728,67.90586882702091,421.2710904787017,46.0,-583.03996565
7.965280084118513,9.927168543031662,10.524079468810722,105.57478438029138,94.55956433228377,97.82396025796808,788.2551076133416,78.0,-488.41574982
6.558333023002001,6.7506476340905905,19.405105814037032,93.34411753666528,90.0000490682285,89.99991750245496,857.6592424499545,92.0,-787.20199627
11.756042251803182,11.756000965990609,14.441689056978461,71.77878527947708,71.77840463606536,62.49925552539468,1647.7055143701195,152.0,-1834.60954822
9.750247002368566,11.297659695445388,12.0571,73.1377426317731,87.0803986503625,79.81652319924332,1251.0222302180125,122.0,-1254.553917
7.252308160373759,11.13798795325433,11.181162346944488,65.67882422040897,73.3566237803411,73.21029054008035,773.2817729581545,76.0,-738.9051956
7.051102999524494,9.752344632127452,11.271260083140186,104.62920454404798,107.07740578124172,104.74126018329193,670.0989297469332,64.0,-2349.00984205
5.794444166,10.428923964,17.9763,90.0,90.0,90.0,1086.3045304978189,128.0,-481.73719762
5.923176105373873,9.431086041908085,10.881204779255045,74.03726937115009,75.65403513528926,84.44266158119393,565.9153743344622,68.0,-819.62255748
7.110708198,9.684031980839448,17.333,90.0,90.0,96.21971565991021,1186.5304450924814,112.0,-1870.86883061
9.276457694277054,10.87191848092162,10.88340154074192,92.2528586103045,105.23376972524703,112.28656290418915,967.9987810207327,58.0,-649.11831003
6.839570904852265,8.997897081192823,8.997952618953883,77.66264512873028,75.20058844769112,75.20088123963139,511.0531132436937,26.0,-633.3292145
8.542874987493434,8.542879387661385,8.709764362388695,62.549263691323084,62.549443682922096,67.30020564099105,488.28124587602883,47.0,-774.01074537
8.00932849197065,10.117216298919459,11.289296403796346,107.23479479703416,97.82906672815139,98.00696318101396,849.830526920425,65.0,-965.75911905
8.99250701653691,9.619983598658653,12.299554341609749,76.49820625637811,73.63583019436268,63.17321410116058,903.9777482145788,98.0,-717.7223521
7.158765431997911,8.510814032647634,21.8507510826646,78.77446309336644,80.73049688024271,65.15197069588943,1180.2334544028474,132.0,-1048.27102698
7.263355776982821,8.039612369417766,11.256367666871027,91.71431965242665,109.82360660431559,108.99650008592106,577.3631968459621,66.0,-729.68061535
10.06737353095114,10.299705385224685,12.4108,78.43255689442086,67.33267555426363,83.01573759372714,1161.968714796461,108.0,-904.18883694
9.290785116004407,17.468894670000736,22.833222276011856,90.00003308083072,90.00011180282098,90.00000264085172,3705.8261892927812,296.0,-1397.34956752
9.178959482881858,9.347077036002528,12.95488045203508,89.99979693535636,89.99983022252533,90.68428368032899,1111.4033740916643,86.0,-873.75897381
8.605582159356766,8.605569280777296,9.512035377592277,96.94009542790378,96.93997637491891,100.07780267743148,681.1699902346143,72.0,-1265.47232962
9.405790337812766,10.202710269519269,11.117064971724798,75.89422098854675,67.37218027515699,76.12801278895988,942.2454820173979,72.0,-632.37523268
8.285373469495473,10.14621306998245,11.57821235729862,114.354112275545,93.14973537369211,107.70934954131238,826.2443127452493,90.0,-343.07914795
10.476321752339254,11.862005164661944,17.01659931173904,89.99906050808096,103.23442375283334,90.00094892252089,2058.4938846676114,198.0,-357.54591559
7.904205739695021,8.481972329587606,11.437953195842745,98.99785152339385,97.28550022383335,94.79686529404421,747.085704595128,74.0,-1754.74669791
10.921400107548296,14.369145707497863,17.911138481983375,90.31611033803186,107.76585747432802,89.98272257093211,2676.728781266098,284.0,-1813.36038909
6.527302745040832,6.774338488817951,12.55616328785281,91.54737460097328,90.00036963352906,90.0001198415287,555.0079512461127,58.0,-773.09219948
9.661011805,9.673806182709155,19.3846,90.0,90.0,105.13447341934342,1748.824447812271,136.0,-753.80272872
11.723548537001948,15.810380663580654,19.392541853478512,89.94181815830105,90.00003985801654,90.00005342285873,3594.4787941021177,272.0,-1160.23206106
5.870397137811795,10.208850698350869,10.209811369043782,87.28765450865242,79.3288237983235,79.32824686228344,590.8387481080796,54.0,-519.45996158
4.846863116273609,9.701163641324824,10.229948418181516,72.72349115788428,89.99924319906218,89.99947995820898,459.3122494962145,44.0,-816.0631252
7.977270257292261,8.738850246570365,13.388496509708805,100.34576491663265,106.22377586202522,104.40314196088366,836.2940589482089,82.0,-693.38135466
7.634476179276982,7.18773309408254,17.677024672025674,85.70805918387124,82.70555729992282,87.3914400894699,958.8343672315871,98.0,-989.60062833
7.64586269035978,11.086030712497243,11.216772382017195,102.76052034085275,105.15564168278213,107.03628856483024,830.5897702318424,88.0,-939.10683068
10.567464275738299,11.240206494166586,12.834,96.14483702693343,102.20921271480955,108.35092028394291,1389.1898618343776,122.0,-887.04977232
6.814861743001771,12.204590830898146,12.204657984830222,120.00030359428406,89.99995282698161,90.00008277643904,879.0937451733737,86.0,-2241.72393173
10.50920400818215,10.509416715906575,13.138417283410474,66.87286438713386,81.74133472091587,109.23269591233449,1196.0804580653944,86.0,-1145.70978911
6.902008704138782,7.0420641279028295,17.243765102320534,89.99993662599591,90.0005399067363,100.98542143127517,822.7646386913121,60.0,-1054.23070178
9.417491692333313,12.376817761996918,13.0146,80.6395568873017,85.7989819290955,76.25222795161375,1452.9361643644684,132.0,-701.99263097
6.0412620113530915,6.628333515389676,6.630235053297325,70.47823217443901,85.41479936232258,85.40766662735955,249.0321845349892,17.0,-2087.33411705
