x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,minimum_selling_price
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.5,0.485,0.5529571613576136
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9,0.485,0.5582074534995057
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,0.5569811731257485
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.7,0.485,0.5555954254892455
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,0.5542961167437523
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.925,0.485,0.5585089515777388
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.85,0.485,0.5575987669019289
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.7749999999999999,0.485,0.556669251956891
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.7,0.485,0.5555956925080354
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.95,0.485,0.5588084949026986
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9,0.485,0.5582074365242017
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8500000000000001,0.485,0.557598761385659
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,0.5569814782855507
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.975,0.485,0.5591062114990126
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.95,0.485,0.5588084692030043
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.925,0.485,0.5585092006657295
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9,0.485,0.5582078033195397
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.5665873308644864
75.0,75.0,210.0,210.0,5.0,1.6,0.6,34.92875,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.5665884539133166
75.0,75.0,210.0,210.0,5.0,1.6,0.6,34.8575,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.5665814941274822
75.0,75.0,210.0,210.0,5.0,1.6,0.6,34.78625,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.5665730565271381
75.0,75.0,210.0,210.0,5.0,1.6,0.6,34.715,1.0,1.3,83.0,208.0,280.0,1.2,0.1,0.485,0.5665617831142283
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9,0.485,0.5582077036807864
75.0,75.0,210.0,210.343,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8985000000000001,0.485,0.5583531681521866
75.0,75.0,210.0,210.686,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.897,0.485,0.5584797456295202
75.0,75.0,210.0,211.029,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8955,0.485,0.5586017191015066
75.0,75.0,210.0,211.372,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.894,0.485,0.5587345290019112
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,0.5569814089031401
75.0,75.0,210.0,210.49025,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.789,0.485,0.5570653858216704
75.0,75.0,210.0,210.9805,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.778,0.485,0.5571388009797159
75.0,75.0,210.0,211.47075,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.767,0.485,0.5572054796621119
75.0,75.0,210.0,211.961,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.756,0.485,0.5572753756639138
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,284.02325,1.2,0.98825,0.485,0.5587860787206735
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,284.7135,1.2,0.9765,0.485,0.5585664705076746
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,285.40375,1.2,0.96475,0.485,0.5583473205944626
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,286.094,1.2,0.953,0.485,0.5581279771555726
82.92824999999999,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.97425,0.485,0.5626006823773368
82.5235,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9485,0.485,0.5622705591522218
82.11875,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.92275,0.485,0.5619376310762476
81.714,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.897,0.485,0.5616030844469279
78.00925000000001,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9945,0.485,0.561054444230081
78.2405,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.989,0.485,0.5610025989602418
78.47175,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9835,0.485,0.5609509653983664
78.703,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.978,0.485,0.5608988696491155
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,0.554296353835936
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,206.812,280.0,1.2,0.605,0.485,0.554417291341203
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,205.624,280.0,1.2,0.61,0.485,0.5545383962613247
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,204.436,280.0,1.2,0.615,0.485,0.5546596265448647
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,203.248,280.0,1.2,0.62,0.485,0.5547802873996048
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.7,0.485,0.5555956454565054
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.69875,0.485,0.5555793625362916
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6975,0.485,0.5555636069639974
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6962499999999999,0.485,0.5555473320375534
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.695,0.485,0.5555313104220839
75.48125,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,232.832,1.2,0.99325,0.485,0.5649995783655248
75.9625,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,232.331,1.2,0.9865,0.485,0.5642340709429101
76.44375,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,231.83,1.2,0.97975,0.485,0.5642589174908498
76.925,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,231.329,1.2,0.973,0.485,0.564283643903352
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.7,0.485,0.5555956454565054
75.0,75.30425,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.69625,0.485,0.5556375903506243
75.0,75.60849999999999,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6925,0.485,0.5556790376215685
75.0,75.91275,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.68875,0.485,0.5557207497701417
75.0,76.217,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.685,0.485,0.5557616427077854
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,0.554296353835936
75.0,75.73725,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.61,0.485,0.5546453997123345
75.0,76.4745,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.62,0.485,0.5549928431228964
75.0,77.21175,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.63,0.485,0.5553395486608979
75.0,77.949,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.64,0.485,0.5556846592459711
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,0.554296353835936
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.30725,83.0,208.0,280.0,1.2,0.61125,0.485,0.559163481273595
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3145,83.0,208.0,280.0,1.2,0.6225,0.485,0.5641274552318797
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.32175,83.0,208.0,280.0,1.2,0.63375,0.485,0.5693216257841
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.329,83.0,208.0,280.0,1.2,0.645,0.485,0.5747569787967334
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,0.554296353835936
75.0,76.4635,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.60925,0.485,0.5548485204151072
75.0,77.92699999999999,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6185,0.485,0.5553962953455556
75.0,79.3905,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.62775,0.485,0.5559406032024659
75.0,80.854,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.637,0.485,0.5564807061136998
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,1.217079738153809
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,1.5678568253945828
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,2.072871505554036
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,2.852077952083811
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,1.217079738153809
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,1.5678568253945828
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,2.072871505554036
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,2.852077952083811
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.7,0.485,0.5555956454565054
75.0,75.58500000000001,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.689,0.485,0.5556273894822734
75.0,76.17,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6779999999999999,0.485,0.5556579195170507
75.0,76.755,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.667,0.485,0.5556879525652468
75.0,77.34,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.656,0.485,0.5557158136392134
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,1.217079738153809
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,1.5678568253945828
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,2.072871505554036
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,2.852077952083811
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.5,0.485,0.5529571394033576
75.0,77.072,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.50575,0.485,0.5536416554154402
75.0,79.144,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.5115000000000001,0.485,0.5543178239958826
75.0,81.216,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.51725,0.485,0.5549870033046791
75.0,83.288,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.523,0.485,0.5556486089433287
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,1.217079738153809
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,1.5678568253945828
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,2.072871505554036
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,2.852077952083811
75.0,75.0,210.0,250.0,5.0,1.6,0.52875,35.0,1.0,5.5,83.0,208.0,280.0,3.0,0.83125,0.50975,1.217079738153809
75.0,75.0,210.0,250.0,5.0,1.6,0.5525,35.0,1.0,7.0,83.0,208.0,280.0,3.0,0.6625,0.5945,1.5678568253945828
75.0,75.0,210.0,250.0,5.0,1.6,0.5762499999999999,35.0,1.0,8.5,83.0,208.0,280.0,3.0,0.4937499999999999,0.67925,2.072871505554036
75.0,75.0,210.0,250.0,5.0,1.6,0.6,35.0,1.0,10.0,83.0,208.0,280.0,3.0,0.325,0.764,2.852077952083811
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,0.5569814089031401
75.0,75.45675,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8047500000000001,0.485,0.5571757906303105
75.0,75.9135,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8095,0.485,0.5573694976147879
75.0,76.37025,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8142499999999999,0.485,0.5575632823790855
75.0,76.827,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.819,0.485,0.557756365719468
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,0.5569814089031401
75.0,77.789,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8005,0.485,0.5578080075052801
75.0,80.578,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.801,0.485,0.5586202148254152
75.0,83.367,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8015000000000001,0.485,0.559419397367461
75.0,86.156,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.802,0.485,0.5602053169140069
75.1035,77.83525,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9865,0.50125,0.5742807820899557
75.207,77.89250000000001,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.973,0.5175000000000001,0.5891263297947564
75.3105,77.94975000000001,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9595,0.5337500000000001,0.6047363089791309
75.414,78.007,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.946,0.55,0.621102520507614
75.0,75.0,152.622,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,274.44325000000003,1.2,0.98925,0.485,0.574182776528735
75.0,75.0,153.577,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,268.8865,1.2,0.9785,0.485,0.5745031632177912
75.0,75.0,154.53199999999998,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,263.32975,1.2,0.96775,0.485,0.5748263343337255
75.0,75.0,155.487,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,257.773,1.2,0.957,0.485,0.5751511365456259
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.6,0.485,0.554296353835936
75.0,75.0,210.0,212.20475,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.59725,0.485,0.5551963061721625
75.0,75.0,210.0,214.4095,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.5945,0.485,0.5561088382101872
75.0,75.0,210.0,216.61425,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.59175,0.485,0.5575364026791864
75.0,75.0,210.0,218.819,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.589,0.485,0.5585057724229407
75.0,75.0,179.381,210.0,5.516,1.6,0.6,35.0,1.0,1.3,76.90549999999999,208.0,226.2455,1.2,0.992,0.485,0.7219867805591359
75.0,75.0,178.64499999999998,210.0,5.343999999999999,1.6,0.6,35.0,1.0,1.3,78.937,208.0,226.452,1.2,0.984,0.485,0.7190338794809925
75.0,75.0,177.909,210.0,5.172,1.6,0.6,35.0,1.0,1.3,80.9685,208.0,226.6585,1.2,0.976,0.485,0.672124012939267
75.0,75.0,177.173,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,226.865,1.2,0.968,0.485,0.5739789828868723
75.0,75.0,205.99025,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,200.0,1.2,0.93625,0.485,0.5700126736796711
75.0,75.0,201.9805,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,200.0,1.2,0.8725,0.485,0.5702385659062466
75.0,75.0,197.97075,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,200.0,1.2,0.80875,0.485,0.5702929491918997
75.0,75.0,193.961,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,200.0,1.2,0.745,0.485,0.5703399131802441
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,0.5569814089031401
75.0,75.0,210.0,211.1285,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8027500000000001,0.485,0.5575083793497237
75.0,75.0,210.0,212.257,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8055000000000001,0.485,0.5580249466144431
75.0,75.0,210.0,213.3855,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.80825,0.485,0.5585431085713937
75.0,75.0,210.0,214.514,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.811,0.485,0.5590658610467141
75.0,94.43825,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.99275,0.485,0.564783343749562
75.0,94.4325,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.9855,0.485,0.5646948523297045
75.0,94.42675,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.97825,0.485,0.5646067818747628
75.0,94.421,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.971,0.485,0.564518383388775
75.0,75.0,210.0,244.9365,5.0,1.6575000000000002,0.6,35.0,1.0,1.308,83.0,208.0,280.0,1.205,0.921,0.485,0.6174119985782986
75.0,75.0,210.0,245.429,5.0,1.715,0.6,35.0,1.0,1.316,83.0,208.0,280.0,1.21,0.8420000000000001,0.485,0.6241989099443065
75.0,75.0,210.0,245.9215,5.0,1.7725,0.6,35.0,1.0,1.324,83.0,208.0,280.0,1.215,0.763,0.485,0.6311505464418359
75.0,75.0,210.0,246.414,5.0,1.83,0.6,35.0,1.0,1.332,83.0,208.0,280.0,1.22,0.684,0.485,0.6387262210247715
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8,0.485,0.5569814089031401
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8015000000000001,0.485,0.5569998087892816
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.803,0.485,0.5570187163928754
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.8045,0.485,0.5570371217741962
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.806,0.485,0.5570557430133349
75.0,76.1995,210.0,228.002,5.0,1.626,0.6,35.0,1.0,1.3010000000000002,83.0,208.0,280.0,1.20125,0.95975,0.485,0.5709980582026124
75.0,77.399,210.0,228.226,5.0,1.652,0.6,35.0,1.0,1.302,83.0,208.0,280.0,1.2025,0.9195,0.485,0.5718639152441835
75.0,78.5985,210.0,228.45,5.0,1.678,0.6,35.0,1.0,1.303,83.0,208.0,280.0,1.20375,0.87925,0.485,0.5727287187745461
75.0,79.798,210.0,228.674,5.0,1.704,0.6,35.0,1.0,1.304,83.0,208.0,280.0,1.205,0.839,0.485,0.5735835192903083
75.0,76.5895,210.0,227.52225,5.0,1.60275,0.6,35.0,1.0,1.303,83.0,208.0,280.0,1.20125,0.95125,0.485,0.5720515266229386
75.0,78.179,210.0,227.2665,5.0,1.6055,0.6,35.0,1.0,1.306,83.0,208.0,280.0,1.2025,0.9025,0.485,0.5740115291338571
75.0,79.7685,210.0,227.01075,5.0,1.60825,0.6,35.0,1.0,1.3090000000000002,83.0,208.0,280.0,1.20375,0.85375,0.485,0.5759694127059353
75.0,81.358,210.0,226.755,5.0,1.611,0.6,35.0,1.0,1.312,83.0,208.0,280.0,1.205,0.805,0.485,0.5779274077923815
75.0,75.0,210.0,210.0,5.0,1.6,0.6,35.0,1.0,1.3,83.0,208.0,280.0,1.2,0.3,0.485,0.5534054926923407
