k,stage,i,step,flag,x,minimum_selling_price,CO2_emission
0,line_search,22,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,22,1,success,"[ 75.       75.      195.41675 210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5629957332240145,0.036842941070589545
0,line_search,22,2,success,"[ 75.      75.     180.8335 210.       5.       1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.566580488806592,0.07924863836638657
0,line_search,22,3,success,"[ 75.       75.      166.25025 210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5702133807393177,0.12155456420586239
0,line_search,22,4,success,"[ 75.     75.    151.667 210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5738641817423492,0.16376072817465945
0,line_search,23,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,23,1,success,"[ 75.     75.    201.25  210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5615950360231715,0.01985292706765285
0,line_search,23,2,success,"[ 75.     75.    192.5   210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.563705908766743,0.045332344323056314
0,line_search,23,3,success,"[ 75.     75.    183.75  210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.565857852442753,0.0707759182019221
0,line_search,23,4,success,"[ 75.     75.    175.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5680301645597612,0.09618357143129191
0,line_search,24,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,24,1,success,"[ 75.       75.      207.08325 210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5600716923728252,0.0028470199385712417
0,line_search,24,2,success,"[ 75.      75.     204.1665 210.       5.       1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5609101882909582,0.011352323198158456
0,line_search,24,3,success,"[ 75.       75.      201.24975 210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5615951329260649,0.01985365851788836
0,line_search,24,4,success,"[ 75.     75.    198.333 210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5622916162216764,0.028351018041390588
0,line_search,25,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,25,1,success,"[ 75.       75.      212.91675 210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5595549501924963,-0.005662248833028263
0,line_search,25,2,success,"[ 75.      75.     215.8335 210.       5.       1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5599111119701765,-0.005662248594989167
0,line_search,25,3,success,"[ 75.       75.      218.75025 210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5602094130720107,-0.005662248354995608
0,line_search,25,4,success,"[ 75.     75.    221.667 210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5608181202781312,-0.0056622478169955845
0,line_search,26,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,26,1,success,"[ 75.     75.    218.75  210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5602093415988887,-0.005662248833032455
0,line_search,26,2,not_converged,"[ 75.     75.    227.5   210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",,
0,line_search,27,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,27,1,not_converged,"[ 75.       75.      224.58325 210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",,
0,line_search,28,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,28,1,not_converged,"[ 75.       75.      230.41675 210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",,
0,line_search,29,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,29,1,not_converged,"[ 75.     75.    236.25  210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",,
0,line_search,30,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,30,1,success,"[ 75.     75.    210.    207.5     5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5590364207566102,-0.005514377060460931
0,line_search,30,2,success,"[ 75.     75.    210.    205.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5588087567674104,-0.005403851133124156
0,line_search,30,3,not_converged,"[ 75.     75.    210.    202.5     5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",,
0,line_search,31,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,31,1,success,"[ 75.     75.    210.    208.889   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5592521373682435,-0.0055892365180543555
0,line_search,31,2,success,"[ 75.     75.    210.    207.778   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5590751963630067,-0.005532947747014625
0,line_search,31,3,success,"[ 75.     75.    210.    206.667   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5589312503772842,-0.005470401340191161
0,line_search,31,4,success,"[ 75.     75.    210.    205.556   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5588234561399822,-0.005416864263410134
0,line_search,32,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
0,line_search,32,1,success,"[ 75.       75.      210.      210.27775   5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5595378912282584,-0.004869505572829857
0,line_search,32,2,success,"[ 75.      75.     210.     210.5555   5.       1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5596645608654676,-0.004065707847719727
0,line_search,32,3,success,"[ 75.       75.      210.      210.83325   5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.559780798356227,-0.003267689820618759
